Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
04/15/2015,Completed,04/17/2015,15-01338737,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,3748 N KILPATRICK AVE,60641,1144397.51352989,1924602.39567564,38,17,15,41.9491287916,-87.7446198806,"(41.949128791560774, -87.74461988061779)"
04/15/2015,Open,,15-01343399,Rodent Baiting/Rat Complaint,,,,,,2921 N HALSTED ST,60657,1170423.19740005,1919706.24989093,44,19,6,41.9351631733,-87.6490974374,"(41.93516317331438, -87.64909743738941)"
04/15/2015,Completed,04/17/2015,15-01335874,Rodent Baiting/Rat Complaint,2,0,3,Dispatch Crew,Inspected and baited,6600 N CALIFORNIA AVE,60645,1156465.61833133,1943665.15321981,50,24,2,42.0012019604,-87.6997409478,"(42.00120196040216, -87.69974094775196)"
04/15/2015,Completed,04/17/2015,15-01337011,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",6611 N CALIFORNIA AVE,60645,1156463.71833133,1943738.75321981,50,24,2,42.0014039603,-87.699745934,"(42.00140396029533, -87.69974593395186)"
04/15/2015,Open,,15-01345221,Rodent Baiting/Rat Complaint,,,,,,1843 W BARRY AVE,60657,1163426.16621601,1920610.08541753,32,19,5,41.9377937109,-87.6747861951,"(41.93779371090725, -87.67478619511458)"
04/15/2015,Open,,15-01343846,Rodent Baiting/Rat Complaint,,,,,,2406 N LOREL AVE,60639,1140317.85877517,1915479.66318655,31,25,19,41.9241710093,-87.7598405699,"(41.92417100929259, -87.75984056992449)"
04/15/2015,Completed - Dup,04/16/2015,15-01335234,Rodent Baiting/Rat Complaint,,,,,,2423 N LONG AVE,60639,1139978.93586847,1915586.30039956,31,25,19,41.9244698466,-87.7610833137,"(41.92446984655828, -87.7610833137173)"
04/15/2015,Open,,15-01336228,Rodent Baiting/Rat Complaint,,,,,,813 W ROOSEVELT RD,60608,1171079.40008486,1894924.45638761,25,12,28,41.8671460861,-87.6474140671,"(41.86714608605847, -87.64741406710472)"
04/15/2015,Open,,15-01342129,Rodent Baiting/Rat Complaint,,,,,,5355 S PRINCETON AVE,60609,1175195.7249911,1869431.44543233,3,9,37,41.7970998936,-87.6330655181,"(41.7970998935877, -87.63306551813723)"
04/15/2015,Completed,04/17/2015,15-01337677,Rodent Baiting/Rat Complaint,4,7,6,Dispatch Crew,Inspected and baited,6618 S FAIRFIELD AVE,60629,1159184.19161552,1860639.03016825,15,8,66,41.7733152065,-87.6920224476,"(41.77331520645332, -87.69202244760287)"
04/15/2015,Completed,04/17/2015,15-01333565,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",3800 W LAWRENCE AVE,60625,1150190.26848484,1931627.25687401,39,17,14,41.9682943592,-87.7231425805,"(41.968294359174905, -87.72314258052084)"
04/15/2015,Open,,15-01339612,Rodent Baiting/Rat Complaint,,,,,,6243 W HIGGINS AVE,60630,1133503.97003019,1934023.29002584,45,16,11,41.9751790152,-87.7844416354,"(41.975179015175094, -87.78444163543463)"
04/15/2015,Completed,04/17/2015,15-01340426,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",4400 N MALDEN ST,60640,1166746.95916968,1929340.82829459,46,19,3,41.9616806034,-87.6623304862,"(41.961680603402975, -87.66233048621636)"
04/15/2015,Completed,04/17/2015,15-01333668,Rodent Baiting/Rat Complaint,4,6,4,Dispatch Crew,Inspected and baited,2021 N DAYTON ST,60614,1170296.91632316,1913649.53281604,43,18,7,41.9185460178,-87.6497389764,"(41.918546017815736, -87.64973897644656)"
04/15/2015,Completed,04/17/2015,15-01338899,Rodent Baiting/Rat Complaint,3,4,5,Dispatch Crew,Inspected and baited,7208 N SACRAMENTO AVE,60645,1155156.82431241,1947663.03612515,50,24,2,42.0121987839,-87.7044477662,"(42.01219878390411, -87.70444776622502)"
04/15/2015,Open,,15-01349680,Rodent Baiting/Rat Complaint,,,,,,5900 W PATTERSON AVE,60634,1136383.68707155,1923667.00733058,38,16,15,41.9467092602,-87.7741003099,"(41.94670926018216, -87.77410030986621)"
04/15/2015,Completed,04/17/2015,15-01340022,Rodent Baiting/Rat Complaint,3,5,3,Dispatch Crew,Inspected and baited,646 N DRAKE AVE,60624,1152600.85342761,1904081.58890724,27,11,23,41.8926593519,-87.7150093717,"(41.89265935194832, -87.71500937170572)"
04/15/2015,Open,,15-01344280,Rodent Baiting/Rat Complaint,,,,,,1320 E 48TH ST,60615,1185706.12992268,1873437.91453411,4,2,39,41.807852526,-87.5943967205,"(41.80785252597741, -87.59439672048374)"
04/15/2015,Completed,04/17/2015,15-01336122,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,"Area inspected, no cause and no baiting",3051 W LOGAN BLVD,60647,1155496.73178989,1917130.79270667,35,14,22,41.9284097242,-87.7040222962,"(41.92840972421584, -87.70402229623645)"
04/15/2015,Completed,04/17/2015,15-01338578,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",1219 W COLUMBIA AVE,60626,1166883.50636865,1944955.27991919,49,24,1,42.0045241521,-87.6613780907,"(42.004524152068825, -87.6613780906549)"
04/15/2015,Open,,15-01347761,Rodent Baiting/Rat Complaint,,,,,,10323 S RIDGEWAY AVE,60655,1153160.19998313,1835763.22999227,19,22,74,41.7051728558,-87.7147606579,"(41.70517285580279, -87.71476065793694)"
04/15/2015,Completed,04/17/2015,15-01335522,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,7640 S ADA ST,60620,1168770.37997013,1853905.98998531,17,6,71,41.7546373347,-87.657075707,"(41.75463733471096, -87.65707570699135)"
04/15/2015,Completed,04/20/2015,15-01341679,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,2125 W 50TH PL,60609,1163066.03869069,1871160.49779532,16,9,61,41.8021071674,-87.6774982318,"(41.80210716738481, -87.67749823181916)"
04/15/2015,Completed,04/17/2015,15-01337997,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,5310 W WAVELAND AVE,60641,1140302.52551214,1924089.6031699,38,16,15,41.9477978378,-87.7596852203,"(41.94779783784431, -87.75968522032711)"
04/15/2015,Open,,15-01349740,Rodent Baiting/Rat Complaint,,,,,,1345 W WRIGHTWOOD AVE,60614,1166803.79972642,1917382.1887279,32,19,7,41.9288643249,-87.662465626,"(41.928864324924746, -87.66246562597813)"
04/15/2015,Open,,15-01352374,Rodent Baiting/Rat Complaint,,,,,,5022 N AUSTIN AVE,60630,1135197.25980767,1933306.36880771,45,16,11,41.9731817767,-87.7782318103,"(41.973181776673265, -87.77823181031195)"
04/15/2015,Completed,04/17/2015,15-01339953,Rodent Baiting/Rat Complaint,0,2,1,Dispatch Crew,"Area inspected, no cause and no baiting",3637 N KIMBALL AVE,60618,1153076.5737191,1923978.50968966,35,17,16,41.9472487842,-87.7127334154,"(41.94724878416764, -87.71273341537061)"
04/15/2015,Open,,15-01344268,Rodent Baiting/Rat Complaint,,,,,,13039 S BALTIMORE AVE,60633,1199088.92817413,1819107.25282447,10,4,55,41.6584387821,-87.547133455,"(41.65843878210692, -87.54713345500964)"
04/15/2015,Open,,15-01338612,Rodent Baiting/Rat Complaint,,,,,,3000 W 38TH ST,60632,1156991.59777036,1879279.3797921,12,9,58,41.8245114586,-87.6995562373,"(41.82451145855308, -87.69955623730479)"
04/15/2015,Open,,15-01347762,Rodent Baiting/Rat Complaint,,,,,,10325 S RIDGEWAY AVE,60655,1153160.59998313,1835753.42999227,19,22,74,41.7051459549,-87.7147594509,"(41.705145954861855, -87.71475945093705)"
04/15/2015,Completed,04/17/2015,15-01338228,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,5034 S SPAULDING AVE,60632,1155230.61998121,1871031.01999618,14,8,63,41.8019123261,-87.7062375919,"(41.80191232611796, -87.70623759191345)"
04/15/2015,Open,,15-01338568,Rodent Baiting/Rat Complaint,,,,,,3804 W 64TH PL,60629,1152122.58980791,1861563.33691278,13,8,65,41.7759932344,-87.7178846482,"(41.77599323440996, -87.71788464818216)"
04/15/2015,Completed,04/17/2015,15-01342949,Rodent Baiting/Rat Complaint,10,3,12,Dispatch Crew,Inspected and baited,6201 N WASHTENAW AVE,60659,1157207.95718124,1941055.13772031,50,24,2,41.9940248676,-87.6970813436,"(41.994024867560725, -87.69708134362705)"
04/15/2015,Completed,04/17/2015,15-01342208,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,1733 W PIERCE AVE,60622,1164555.68107344,1910425.88992535,1,14,24,41.9098237722,-87.6709241568,"(41.909823772200085, -87.67092415675303)"
04/15/2015,Completed,04/17/2015,15-01339538,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,1930 N RIDGEWAY AVE,60647,1151067.249125,1912696.839325,26,25,22,41.9163306223,-87.7204156544,"(41.91633062231926, -87.72041565436257)"
04/15/2015,Completed,04/17/2015,15-01331905,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,2246 W NORTH AVE,60647,1161044.28217266,1910598.96522818,1,14,24,41.9103723923,-87.6838187533,"(41.910372392300054, -87.68381875334147)"
04/15/2015,Open,,15-01344168,Rodent Baiting/Rat Complaint,,,,,,8546 S SEELEY AVE,60620,1164177.82559392,1847994.77400844,18,6,71,41.738513914,-87.6740720668,"(41.73851391395696, -87.67407206675524)"
04/15/2015,Completed,04/17/2015,15-01335620,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,6953 S ELIZABETH ST,60636,1169190.05472511,1858669.96398962,17,7,67,41.7677012379,-87.6554001352,"(41.767701237871506, -87.65540013516234)"
04/15/2015,Completed,04/20/2015,15-01340378,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,5300 S MELVINA AVE,60638,1135938.16100612,1868795.00792303,23,8,56,41.7961407725,-87.7770450782,"(41.796140772498575, -87.77704507818027)"
04/15/2015,Open,,15-01343376,Rodent Baiting/Rat Complaint,,,,,,537 N CENTRAL AVE,60644,1138940.11332289,1903005.30423149,37,15,25,41.8899650742,-87.7652066254,"(41.889965074174135, -87.76520662536328)"
04/15/2015,Completed,04/17/2015,15-01340476,Rodent Baiting/Rat Complaint,3,10,5,Dispatch Crew,Inspected and baited,3138 W FILLMORE ST,60612,1155487.97990594,1895202.34377992,24,11,29,41.8682362324,-87.7046449423,"(41.86823623239921, -87.70464494229732)"
04/15/2015,Completed,04/20/2015,15-01336159,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,7025 S WASHTENAW AVE,60629,1159587.33668827,1857953.85779246,18,8,66,41.765938443,-87.6906181583,"(41.765938443049635, -87.69061815829585)"
04/15/2015,Open,,15-01342509,Rodent Baiting/Rat Complaint,,,,,,9600 S PRINCETON AVE,60628,1175973.54838072,1841270.55719878,21,5,49,41.7198056888,-87.6310561968,"(41.71980568884652, -87.63105619675079)"
04/15/2015,Open,,15-01349155,Rodent Baiting/Rat Complaint,,,,,,913 N HERMITAGE AVE,60622,1164557.27638255,1906357.42669145,1,12,24,41.8986595884,-87.6710336878,"(41.89865958841065, -87.67103368783516)"
04/15/2015,Completed,04/17/2015,15-01338976,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",4443 N TROY ST,60625,1154583.50157764,1929360.93659605,33,17,14,41.9619884439,-87.707049742,"(41.96198844390655, -87.7070497420101)"
04/15/2015,Completed,04/17/2015,15-01338923,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,"Area inspected, no cause and no baiting",1646 N BOSWORTH AVE,60642,1165712.99470773,1911040.30867687,1,14,24,41.9114851729,-87.6666551372,"(41.91148517292023, -87.66665513721446)"
04/15/2015,Completed,04/17/2015,15-01337419,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",6312 N TALMAN AVE,60659,1157515.74752819,1941791.85712817,50,24,2,41.9960401747,-87.6959289862,"(41.99604017466602, -87.6959289861832)"
04/15/2015,Completed,04/17/2015,15-01334605,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",1442 N WIELAND ST,60610,1174169.88010331,1909977.24658249,27,18,8,41.9083834999,-87.6356192677,"(41.90838349986717, -87.63561926765165)"
04/15/2015,Completed,04/17/2015,15-01334680,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",4301 N RIDGEWAY AVE,60618,1150619.46520237,1928323.68579719,39,17,16,41.9592207335,-87.7216511535,"(41.95922073346401, -87.72165115350872)"
04/15/2015,Completed,04/17/2015,15-01337488,Rodent Baiting/Rat Complaint,1,2,3,Dispatch Crew,Inspected and baited,2417 W LUNT AVE,60645,1158936.76157611,1946389.14052837,50,24,2,42.0086261333,-87.6905747675,"(42.00862613331904, -87.69057476749619)"
04/15/2015,Completed,04/17/2015,15-01336435,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",5542 W EDDY ST,60641,1138779.43808572,1923053.33823237,38,16,15,41.9449820605,-87.7653090563,"(41.94498206047168, -87.76530905625029)"
04/15/2015,Open,,15-01349179,Rodent Baiting/Rat Complaint,,,,,,2845 N MCVICKER AVE,60634,1135572.9687306,1918284.2052162,29,25,19,41.9319527469,-87.7772086759,"(41.93195274687851, -87.77720867585555)"
04/15/2015,Completed,04/20/2015,15-01338267,Rodent Baiting/Rat Complaint,1,1,2,Dispatch Crew,Inspected and baited,3543 W IRVING PARK RD,60618,1151947.91940287,1926357.99292172,33,17,16,41.9538006095,-87.716819156,"(41.953800609452415, -87.71681915603835)"
04/15/2015,Completed,04/17/2015,15-01338917,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",1309 W BARRY AVE,60657,1167035.76991515,1920704.93322487,32,19,6,41.9379771225,-87.6615175365,"(41.9379771225149, -87.66151753646449)"
04/15/2015,Completed,04/20/2015,15-01332876,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1705 W BYRON ST,60613,1164245.98142625,1925950.61137105,47,19,6,41.9524310672,-87.6716217036,"(41.95243106723197, -87.67162170359309)"
04/15/2015,Completed,04/17/2015,15-01338238,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,703 N CHRISTIANA AVE,60624,1153917.28263264,1904486.34681487,27,11,23,41.8937439128,-87.7101638303,"(41.893743912759014, -87.71016383033682)"
04/15/2015,Completed,04/17/2015,15-01338986,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,"Area inspected, no cause and no baiting",3937 N FRANCISCO AVE,60618,1156348.24697444,1926033.07590617,33,17,16,41.9528210133,-87.7006518244,"(41.952821013302135, -87.70065182440538)"
04/15/2015,Open,,15-01343335,Rodent Baiting/Rat Complaint,,,,,,4457 S SAWYER AVE,60632,1155442.74397346,1874856.63809469,14,8,58,41.8124060917,-87.705357128,"(41.81240609174345, -87.7053571279606)"
04/15/2015,Completed,04/17/2015,15-01337437,Rodent Baiting/Rat Complaint,4,3,6,Dispatch Crew,Inspected and baited,925 W 34TH PL,60608,1170702.71839239,1882018.46361948,11,9,60,41.8317392037,-87.6491743804,"(41.831739203659154, -87.64917438037585)"
04/15/2015,Completed,04/17/2015,15-01338330,Rodent Baiting/Rat Complaint,6,0,6,Dispatch Crew,Inspected and baited,2311 W BIRCHWOOD AVE,60645,1159576.80000761,1949599.60710265,49,24,2,42.0174225323,-87.6881308641,"(42.017422532284414, -87.68813086407182)"
04/15/2015,Open - Dup,,15-01349172,Rodent Baiting/Rat Complaint,,,,,,6610 W BELMONT AVE,60634,1131706.01142889,1920546.71668413,36,16,17,41.9382292915,-87.7913668864,"(41.93822929150053, -87.79136688638035)"
04/15/2015,Open,,15-01337385,Rodent Baiting/Rat Complaint,,,,,,1534 N HARDING AVE,60651,1149766.24499568,1909910.15397693,30,25,23,41.9087091064,-87.7252681095,"(41.90870910640677, -87.7252681094824)"
04/15/2015,Open,,15-01347319,Rodent Baiting/Rat Complaint,,,,,,6442 S MOBILE AVE,60638,1135535.00993081,1861035.08488776,13,8,64,41.7748532786,-87.7787070523,"(41.77485327860203, -87.77870705228929)"
04/15/2015,Completed,04/17/2015,15-01333152,Rodent Baiting/Rat Complaint,3,6,3,Dispatch Crew,Inspected and baited,3532 N HALSTED ST,60657,1170292.86592369,1923789.32989899,44,19,6,41.9463701652,-87.6494566961,"(41.946370165193414, -87.64945669610827)"
04/15/2015,Completed,04/17/2015,15-01338641,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,2241 N GENEVA TER,60614,1171894.52679403,1915263.24989851,43,18,7,41.9229390388,-87.6438215951,"(41.92293903880743, -87.64382159513863)"
04/15/2015,Completed,04/20/2015,15-01342670,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,6643 S UNION AVE,60621,1172656.07032422,1860721.95000151,6,7,68,41.7732564621,-87.6426352698,"(41.77325646211129, -87.6426352697534)"
04/15/2015,Completed - Dup,04/16/2015,15-01332697,Rodent Baiting/Rat Complaint,,,,,,6900 S PERRY AVE,60621,1176588.78323413,1859239.30160755,6,7,69,41.7691003362,-87.6282635125,"(41.7691003361954, -87.62826351252069)"
04/15/2015,Open,,15-01351077,Rodent Baiting/Rat Complaint,,,,,,2427 S OAKLEY AVE,60608,1161420.72049474,1887752.75002978,25,10,31,41.8476725121,-87.6830717544,"(41.84767251208577, -87.68307175435505)"
04/15/2015,Completed - Dup,04/16/2015,15-01338596,Rodent Baiting/Rat Complaint,,,,,,2220 S ST LOUIS AVE,60623,1153383.20011318,1888912.76549164,22,10,30,41.8510189511,-87.7125390106,"(41.85101895114642, -87.71253901064298)"
04/15/2015,Open,,15-01338224,Rodent Baiting/Rat Complaint,,,,,,2332 W WARREN BLVD,60612,1160859.85666798,1900296.72171001,2,12,28,41.8821060231,-87.6847823512,"(41.88210602313672, -87.68478235119282)"
04/15/2015,Completed,04/17/2015,15-01339527,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,1923 N HAMLIN AVE,60647,1150739.26643399,1912510.2607678,26,25,22,41.9158250594,-87.7216255468,"(41.91582505937295, -87.72162554677611)"
04/15/2015,Completed,04/17/2015,15-01336079,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,7250 S HERMITAGE AVE,60636,1165927.01216638,1856949.73460375,17,7,67,41.7630506499,-87.6674094731,"(41.76305064990561, -87.6674094731463)"
04/15/2015,Completed,04/17/2015,15-01341842,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",3452 N CLAREMONT AVE,60618,1160094.53589196,1922871.4218981,32,19,5,41.9440685344,-87.6869679004,"(41.944068534444625, -87.68696790035575)"
04/15/2015,Open,,15-01351393,Rodent Baiting/Rat Complaint,,,,,,4809 N LOWELL AVE,60630,1146511.11319085,1931607.85503396,39,17,14,41.968312225,-87.7366712439,"(41.968312224981126, -87.7366712439249)"
04/15/2015,Open,,15-01345215,Rodent Baiting/Rat Complaint,,,,,,3501 W PIERCE AVE,60651,1152737.06527507,1910073.53027803,26,14,23,41.9090991163,-87.7143503384,"(41.90909911627614, -87.71435033840517)"
04/15/2015,Completed,04/17/2015,15-01340965,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,"Area inspected, no cause and no baiting",4849 W FERDINAND ST,60644,1143910.6979,1902889.2548,28,15,25,41.8895548612,-87.7469550982,"(41.889554861169714, -87.74695509823596)"
04/15/2015,Open,,15-01346313,Rodent Baiting/Rat Complaint,,,,,,3629 W 57TH PL,60629,1153120.51998439,1866239.25001239,14,8,62,41.7888049949,-87.7141028316,"(41.78880499491611, -87.71410283160688)"
04/15/2015,Completed,04/17/2015,15-01337404,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",6229 N WAYNE AVE,60660,1166167.42001164,1941495.93912383,48,24,77,41.9950470406,-87.6641120529,"(41.99504704058805, -87.66411205286576)"
04/14/2015,Completed,04/16/2015,15-01319563,Rodent Baiting/Rat Complaint,5,5,6,Dispatch Crew,Inspected and baited,1485 N LARRABEE ST,60610,1172059.84551243,1910108.50987062,43,18,8,41.908790529,-87.6433665373,"(41.908790529000356, -87.64336653734763)"
04/14/2015,Completed,04/17/2015,15-01328014,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,7808 S SANGAMON ST,60620,1171329.02488047,1853060.17740889,17,6,71,41.7522607426,-87.6477237496,"(41.752260742584006, -87.64772374956569)"
04/14/2015,Open,,15-01323692,Rodent Baiting/Rat Complaint,,,,,,6001 W 63RD ST,60638,1137483.80422952,1862144.04133169,13,8,64,41.7778617475,-87.7715363448,"(41.777861747458594, -87.77153634481233)"
04/14/2015,Completed,04/17/2015,15-01324255,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",3040 N PAULINA ST,60657,1164459.87989851,1920342.8806043,32,19,6,41.9370386331,-87.6709946979,"(41.93703863314886, -87.67099469791738)"
04/14/2015,Open,,15-01326184,Rodent Baiting/Rat Complaint,,,,,,3912 N KILDARE AVE,60641,1146900.89323279,1925654.32176739,38,17,16,41.9519678096,-87.7353907852,"(41.95196780964856, -87.73539078523278)"
04/14/2015,Completed,04/17/2015,15-01324870,Rodent Baiting/Rat Complaint,1,3,2,Dispatch Crew,Inspected and baited,4008 W CARROLL AVE,60624,1149612.1560222,1901934.91992998,28,11,26,41.8868272401,-87.7260415442,"(41.886827240069806, -87.72604154421231)"
04/14/2015,Completed,04/17/2015,15-01329445,Rodent Baiting/Rat Complaint,2,7,3,Dispatch Crew,Inspected and baited,1729 N WINCHESTER AVE,60622,1163081.48199894,1911633.76018895,32,14,24,41.913169366,-87.6763057515,"(41.91316936602096, -87.67630575154513)"
04/14/2015,Completed,04/20/2015,15-01324021,Rodent Baiting/Rat Complaint,3,3,4,Dispatch Crew,Inspected and baited,3013 W BELMONT AVE,60618,1155671.0114872,1921122.82711961,33,14,21,41.9393606495,-87.703274071,"(41.939360649468135, -87.70327407101536)"
04/14/2015,Completed,04/17/2015,15-01326131,Rodent Baiting/Rat Complaint,3,5,3,Dispatch Crew,Inspected and baited,1203 W BELDEN AVE,60614,1167895.16800101,1915426.79432204,32,18,7,41.923475117,-87.6585117693,"(41.92347511699494, -87.65851176926664)"
